step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 21  t=21.000  (0.336, 1.510)  (-1.746, -0.976)  (-1.739, -0.704)  (-0.274, -0.833)  (0.368, -1.966)  (1.180, -1.084)  (1.244, -1.201)  (0.828, 0.569)  (1.573, 0.356)  (-0.573, -0.346)  (0.881, 1.447)  (-0.016, 0.693)  (0.282, 1.960)  (-0.753, 1.853)  (-0.037, 0.310)
step= 22  t=22.000  (0.182, 1.239)  (-1.446, -1.287)  (-1.660, -0.679)  (-0.449, -1.229)  (0.118, -1.996)  (1.124, -1.363)  (1.457, -1.213)  (1.162, 0.191)  (1.957, 0.411)  (-1.823, -0.822)  (0.986, 1.633)  (-0.117, 0.276)  (-0.193, 1.828)  (-1.079, 1.684)  (0.313, 0.364)
step= 23  t=23.000  (-0.033, 1.449)  (-1.530, -0.994)  (-1.273, -1.080)  (-0.638, -1.895)  (0.118, -1.996)  (1.094, -1.246)  (1.519, -1.302)  (1.567, 0.094)  (1.957, 0.411)  (-1.449, -0.809)  (0.956, 1.660)  (0.021, 0.741)  (-0.648, 1.823)  (-1.527, 1.291)  (0.000, 0.507)
step= 24  t=24.000  (-0.585, 1.344)  (-1.560, -1.031)  (-1.070, -1.388)  (-0.549, -1.923)  (0.118, -1.996)  (0.885, -1.293)  (1.541, -1.275)  (1.957, -0.415)  (1.957, 0.411)  (-1.379, -0.553)  (0.997, 1.712)  (0.027, 1.732)  (-0.862, 1.804)  (-1.527, 1.291)  (-0.119, 0.381)
step= 25  t=25.000  (-1.042, 1.029)  (-1.767, -0.937)  (-1.186, -1.594)  (-0.549, -1.923)  (0.118, -1.996)  (0.785, -1.352)  (1.585, -1.220)  (1.893, -0.644)  (1.957, 0.411)  (-0.109, 1.818)  (0.993, 1.736)  (0.190, 1.990)  (-0.862, 1.805)  (-1.527, 1.291)  (-1.763, 0.465)
step= 26  t=26.000  (-1.682, 0.656)  (-1.894, -0.642)  (-1.201, -1.599)  (-0.549, -1.923)  (0.118, -1.996)  (0.746, -1.413)  (1.657, -1.120)  (1.893, -0.644)  (1.957, 0.411)  (1.349, 1.476)  (0.993, 1.736)  (0.190, 1.991)  (-0.862, 1.804)  (-1.527, 1.291)  (-1.850, 0.759)
step= 27  t=27.000  (-1.999, 0.064)  (-1.894, -0.642)  (-1.201, -1.599)  (-0.549, -1.923)  (0.118, -1.996)  (0.742, -1.589)  (1.738, -0.988)  (1.893, -0.644)  (1.957, 0.411)  (1.705, 1.045)  (0.993, 1.736)  (0.190, 1.991)  (-0.862, 1.805)  (-1.527, 1.291)  (-1.657, 1.119)
step= 28  t=28.000  (-1.992, -0.184)  (-1.894, -0.642)  (-1.201, -1.599)  (-0.549, -1.923)  (0.118, -1.996)  (0.917, -1.777)  (1.738, -0.988)  (1.893, -0.644)  (1.957, 0.411)  (1.705, 1.045)  (0.993, 1.736)  (0.190, 1.991)  (-0.862, 1.805)  (-1.527, 1.291)  (-1.730, 1.004)
step= 29  t=29.000  (-1.788, -0.433)  (-1.894, -0.642)  (-1.201, -1.599)  (-0.549, -1.923)  (0.118, -1.996)  (0.917, -1.777)  (1.738, -0.988)  (1.893, -0.644)  (1.957, 0.411)  (1.705, 1.045)  (0.993, 1.736)  (0.190, 1.991)  (-0.862, 1.804)  (-1.527, 1.291)  (-1.864, 0.724)
step= 30  t=30.000  (-1.915, -0.553)  (-1.894, -0.642)  (-1.201, -1.599)  (-0.549, -1.923)  (0.118, -1.996)  (0.917, -1.777)  (1.738, -0.988)  (1.893, -0.644)  (1.957, 0.411)  (1.705, 1.045)  (0.993, 1.736)  (0.190, 1.991)  (-0.862, 1.805)  (-1.527, 1.291)  (-1.864, 0.724)
step= 31  t=31.000  (-1.922, -0.553)  (-1.894, -0.642)  (-1.201, -1.599)  (-0.549, -1.923)  (0.118, -1.996)  (0.917, -1.777)  (1.738, -0.988)  (1.893, -0.644)  (1.957, 0.411)  (1.705, 1.045)  (0.993, 1.736)  (0.190, 1.991)  (-0.862, 1.805)  (-1.527, 1.291)  (-1.864, 0.724)
step= 32  t=32.000  (-1.921, -0.553)  (-1.894, -0.642)  (-1.201, -1.599)  (-0.549, -1.923)  (0.118, -1.996)  (0.917, -1.777)  (1.738, -0.988)  (1.893, -0.644)  (1.957, 0.411)  (1.705, 1.045)  (0.993, 1.736)  (0.190, 1.991)  (-0.862, 1.805)  (-1.527, 1.291)  (-1.864, 0.724)
step= 33  t=33.000  (-1.921, -0.553)  (-1.894, -0.642)  (-1.201, -1.599)  (-0.549, -1.923)  (0.118, -1.996)  (0.917, -1.777)  (1.738, -0.988)  (1.893, -0.644)  (1.957, 0.411)  (1.705, 1.045)  (0.993, 1.735)  (0.190, 1.991)  (-0.862, 1.804)  (-1.527, 1.290)  (-1.863, 0.724)
step= 34  t=34.000  (-1.921, -0.553)  (-1.894, -0.642)  (-1.201, -1.599)  (-0.549, -1.922)  (0.118, -1.996)  (0.917, -1.777)  (1.739, -0.988)  (1.893, -0.644)  (1.956, 0.411)  (1.705, 1.045)  (0.993, 1.735)  (0.190, 1.990)  (-0.862, 1.804)  (-1.527, 1.290)  (-1.863, 0.724)
step= 35  t=35.000  (-1.921, -0.553)  (-1.894, -0.642)  (-1.201, -1.599)  (-0.549, -1.922)  (0.118, -1.996)  (0.917, -1.777)  (1.738, -0.988)  (1.893, -0.644)  (1.956, 0.411)  (1.705, 1.045)  (0.993, 1.735)  (0.190, 1.990)  (-0.862, 1.804)  (-1.527, 1.290)  (-1.863, 0.724)
step= 36  t=36.000  (-1.921, -0.553)  (-1.894, -0.641)  (-1.201, -1.599)  (-0.549, -1.922)  (0.118, -1.996)  (0.917, -1.777)  (1.738, -0.988)  (1.893, -0.644)  (1.956, 0.411)  (1.705, 1.045)  (0.993, 1.735)  (0.190, 1.990)  (-0.862, 1.804)  (-1.527, 1.290)  (-1.863, 0.724)
step= 37  t=37.000  (-1.922, -0.553)  (-1.894, -0.641)  (-1.201, -1.599)  (-0.549, -1.922)  (0.118, -1.996)  (0.917, -1.776)  (1.738, -0.988)  (1.893, -0.644)  (1.956, 0.411)  (1.705, 1.045)  (0.993, 1.735)  (0.190, 1.990)  (-0.862, 1.804)  (-1.527, 1.290)  (-1.864, 0.724)
step= 38  t=38.000  (-1.922, -0.553)  (-1.894, -0.641)  (-1.201, -1.599)  (-0.549, -1.922)  (0.118, -1.996)  (0.917, -1.776)  (1.738, -0.988)  (1.893, -0.644)  (1.956, 0.411)  (1.705, 1.045)  (0.993, 1.735)  (0.190, 1.990)  (-0.862, 1.804)  (-1.527, 1.290)  (-1.864, 0.724)
step= 39  t=39.000  (-1.922, -0.553)  (-1.894, -0.641)  (-1.201, -1.599)  (-0.549, -1.922)  (0.118, -1.996)  (0.917, -1.776)  (1.738, -0.988)  (1.893, -0.644)  (1.956, 0.411)  (1.705, 1.045)  (0.993, 1.735)  (0.190, 1.990)  (-0.862, 1.804)  (-1.527, 1.290)  (-1.864, 0.724)
step= 40  t=40.000  (-1.922, -0.553)  (-1.147, -0.389)  (-1.201, -1.599)  (-0.549, -1.922)  (0.023, -0.391)  (0.917, -1.776)  (1.738, -0.988)  (1.893, -0.644)  (0.787, 0.165)  (1.705, 1.045)  (0.993, 1.735)  (0.190, 1.990)  (-0.862, 1.804)  (-1.254, 1.060)  (-1.864, 0.724)
step= 41  t=41.000  (-1.922, -0.553)  (0.000, 0.000)  (-1.201, -1.599)  (-0.549, -1.922)  (0.000, 0.000)  (0.917, -1.776)  (1.438, -0.817)  (1.893, -0.644)  (0.000, 0.000)  (1.705, 1.045)  (0.329, 0.576)  (0.190, 1.990)  (-0.321, 0.672)  (0.000, 0.000)  (-1.864, 0.724)
step= 42  t=42.000  (-1.922, -0.553)  (0.000, 0.000)  (-0.361, -0.480)  (-0.549, -1.922)  (0.000, 0.000)  (0.654, -1.266)  (0.000, 0.000)  (1.893, -0.644)  (0.000, 0.000)  (1.705, 1.045)  (0.000, 0.000)  (0.190, 1.990)  (0.000, 0.000)  (0.000, 0.000)  (-1.864, 0.724)
step= 43  t=43.000  (-1.922, -0.553)  (0.000, 0.000)  (0.000, 0.000)  (-0.308, -1.080)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.893, -0.644)  (0.000, 0.000)  (1.705, 1.045)  (0.000, 0.000)  (0.190, 1.990)  (0.000, 0.000)  (0.000, 0.000)  (-1.864, 0.724)
step= 44  t=44.000  (-1.921, -0.553)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.573, -0.535)  (0.000, 0.000)  (1.705, 1.045)  (0.000, 0.000)  (0.104, 1.091)  (0.000, 0.000)  (0.000, 0.000)  (-1.863, 0.724)
step= 45  t=45.000  (-1.921, -0.553)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.705, 1.045)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-1.863, 0.724)
step= 46  t=46.000  (-1.921, -0.553)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.705, 1.045)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-1.837, 0.714)
step= 47  t=47.000  (-1.921, -0.553)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.705, 1.045)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 48  t=48.000  (-1.921, -0.553)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.705, 1.045)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 49  t=49.000  (-1.921, -0.553)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.705, 1.045)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 50  t=50.000  (-0.368, -0.106)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.084, 0.664)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
