Simulation has 15 agents and 0 obstacle vertices in it.
Running simulation
step= 0  t=0.000  (40.000, 0.000)  (36.542, 16.269)  (26.765, 29.726)  (12.361, 38.042)  (-4.181, 39.781)  (-20.000, 34.641)  (-32.361, 23.511)  (-39.126, 8.316)  (-39.126, -8.316)  (-32.361, -23.511)  (-20.000, -34.641)  (-4.181, -39.781)  (12.361, -38.042)  (26.765, -29.726)  (36.542, -16.269)
step= 425  t=425.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 426  t=426.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 427  t=427.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 428  t=428.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 429  t=429.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 430  t=430.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 431  t=431.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 432  t=432.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 433  t=433.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 434  t=434.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 435  t=435.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 436  t=436.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 437  t=437.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 438  t=438.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 439  t=439.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 440  t=440.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 441  t=441.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 442  t=442.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 443  t=443.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 444  t=444.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 445  t=445.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 446  t=446.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 447  t=447.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 448  t=448.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 449  t=449.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 450  t=450.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 451  t=451.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 452  t=452.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 453  t=453.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 454  t=454.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 455  t=455.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 456  t=456.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 457  t=457.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 458  t=458.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 459  t=459.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 460  t=460.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 461  t=461.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 462  t=462.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 463  t=463.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 464  t=464.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 465  t=465.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 466  t=466.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 467  t=467.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 468  t=468.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 469  t=469.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 470  t=470.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 471  t=471.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 472  t=472.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 473  t=473.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 474  t=474.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 475  t=475.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 476  t=476.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 477  t=477.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 478  t=478.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 479  t=479.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 480  t=480.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 481  t=481.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 482  t=482.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 483  t=483.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 484  t=484.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 485  t=485.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 486  t=486.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 487  t=487.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 488  t=488.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 489  t=489.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 490  t=490.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 491  t=491.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 492  t=492.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 493  t=493.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 494  t=494.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 495  t=495.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 496  t=496.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 497  t=497.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 498  t=498.000  (10.581, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.523)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.523)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
