step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 21  t=21.000  (-0.499, 0.663)  (-1.996, -0.119)  (-0.372, -1.533)  (-0.662, -0.752)  (0.652, -1.725)  (-0.699, -0.719)  (1.972, 0.336)  (1.181, -0.195)  (0.892, 1.568)  (1.481, 0.477)  (1.608, 1.189)  (-0.349, 0.225)  (-0.699, 0.629)  (-0.515, 0.402)  (-1.697, 0.694)
step= 22  t=22.000  (-0.707, 0.322)  (-1.955, -0.421)  (-1.266, -1.548)  (-0.554, -0.100)  (0.201, -1.989)  (-1.145, -0.420)  (1.871, 0.708)  (1.876, -0.693)  (0.843, 1.608)  (0.915, 0.824)  (1.123, 1.655)  (-0.568, 0.257)  (-0.662, 1.186)  (-0.090, 0.629)  (-1.388, 0.871)
step= 23  t=23.000  (-0.972, 0.098)  (-1.765, -0.940)  (-1.456, -1.370)  (-0.598, -0.107)  (0.201, -1.989)  (-0.825, -0.635)  (1.936, 0.500)  (1.931, -0.519)  (0.809, 1.559)  (1.516, 1.084)  (0.883, 1.794)  (-0.793, 0.470)  (-0.392, 1.870)  (-0.057, 0.720)  (-1.659, 0.863)
step= 24  t=24.000  (-1.410, 0.117)  (-1.765, -0.940)  (-1.456, -1.370)  (-0.606, -0.301)  (0.201, -1.989)  (-0.465, -1.236)  (1.575, -0.262)  (1.931, -0.519)  (1.148, 0.915)  (1.609, 1.187)  (0.883, 1.794)  (-0.716, 0.712)  (-0.486, 1.940)  (-0.061, 0.905)  (-1.862, 0.729)
step= 25  t=25.000  (-1.989, -0.211)  (-1.765, -0.940)  (-1.456, -1.370)  (-0.016, -1.342)  (0.201, -1.989)  (-0.060, -1.568)  (1.113, -0.758)  (1.931, -0.519)  (1.280, 0.365)  (1.609, 1.187)  (0.883, 1.794)  (-0.681, 0.764)  (-0.486, 1.940)  (-0.540, 1.215)  (-1.862, 0.729)
step= 26  t=26.000  (-1.988, -0.211)  (-1.765, -0.940)  (-1.456, -1.370)  (-0.163, -1.818)  (0.201, -1.989)  (0.407, -1.937)  (1.064, -1.470)  (1.930, -0.519)  (1.800, -0.050)  (1.609, 1.187)  (0.883, 1.794)  (-0.274, 1.089)  (-0.486, 1.940)  (-1.387, 1.440)  (-1.862, 0.729)
step= 27  t=27.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.253, -1.644)  (0.201, -1.989)  (0.343, -1.970)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.187)  (0.883, 1.794)  (0.494, 1.824)  (-0.486, 1.940)  (-1.387, 1.440)  (-1.862, 0.729)
step= 28  t=28.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.469, -1.618)  (0.201, -1.989)  (0.472, -1.943)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.187)  (0.883, 1.794)  (0.432, 1.952)  (-0.486, 1.940)  (-1.387, 1.440)  (-1.862, 0.729)
step= 29  t=29.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.455, -1.370)  (-0.478, -1.622)  (0.201, -1.989)  (0.498, -1.937)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.187)  (0.883, 1.794)  (0.432, 1.952)  (-0.486, 1.940)  (-1.387, 1.440)  (-1.861, 0.729)
step= 30  t=30.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.492, -1.632)  (0.201, -1.989)  (0.629, -1.899)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.186)  (0.883, 1.794)  (0.432, 1.952)  (-0.485, 1.939)  (-1.386, 1.440)  (-1.861, 0.729)
step= 31  t=31.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.518, -1.703)  (0.201, -1.989)  (0.678, -1.882)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.186)  (0.883, 1.794)  (0.432, 1.952)  (-0.485, 1.939)  (-1.386, 1.440)  (-1.861, 0.729)
step= 32  t=32.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.553, -1.921)  (0.201, -1.989)  (1.464, -1.361)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.186)  (0.883, 1.793)  (0.432, 1.952)  (-0.485, 1.939)  (-1.386, 1.440)  (-1.861, 0.729)
step= 33  t=33.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.553, -1.921)  (0.201, -1.989)  (1.464, -1.361)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.186)  (0.883, 1.793)  (0.432, 1.952)  (-0.485, 1.939)  (-1.386, 1.440)  (-1.861, 0.729)
step= 34  t=34.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.553, -1.921)  (0.201, -1.989)  (1.464, -1.361)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.186)  (0.883, 1.794)  (0.432, 1.952)  (-0.485, 1.939)  (-1.386, 1.440)  (-1.861, 0.729)
step= 35  t=35.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.553, -1.921)  (0.201, -1.989)  (1.464, -1.361)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.186)  (0.883, 1.794)  (0.432, 1.952)  (-0.485, 1.939)  (-1.386, 1.440)  (-1.861, 0.729)
step= 36  t=36.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.553, -1.921)  (0.201, -1.989)  (1.464, -1.361)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.186)  (0.883, 1.794)  (0.432, 1.952)  (-0.485, 1.939)  (-1.387, 1.440)  (-1.861, 0.729)
step= 37  t=37.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.553, -1.921)  (0.201, -1.989)  (1.464, -1.361)  (1.218, -1.585)  (1.930, -0.519)  (1.999, 0.021)  (1.609, 1.186)  (0.883, 1.794)  (0.432, 1.952)  (-0.485, 1.939)  (-1.387, 1.440)  (-1.861, 0.729)
step= 38  t=38.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.553, -1.921)  (0.201, -1.989)  (1.464, -1.361)  (1.218, -1.585)  (1.931, -0.519)  (1.999, 0.021)  (1.609, 1.187)  (0.883, 1.794)  (0.432, 1.952)  (-0.485, 1.939)  (-1.387, 1.440)  (-1.861, 0.729)
step= 39  t=39.000  (-1.988, -0.211)  (-1.764, -0.940)  (-1.456, -1.370)  (-0.553, -1.921)  (0.201, -1.989)  (1.464, -1.361)  (1.218, -1.585)  (1.931, -0.519)  (1.999, 0.021)  (1.609, 1.187)  (0.883, 1.794)  (0.432, 1.952)  (-0.485, 1.939)  (-1.387, 1.440)  (-1.861, 0.729)
step= 40  t=40.000  (-1.988, -0.211)  (-1.328, -0.708)  (-1.456, -1.370)  (-0.553, -1.921)  (0.093, -0.927)  (1.464, -1.361)  (1.218, -1.585)  (1.883, -0.506)  (1.999, 0.021)  (1.609, 1.187)  (0.283, 0.575)  (0.432, 1.952)  (-0.485, 1.939)  (-1.387, 1.440)  (-1.537, 0.602)
step= 41  t=41.000  (-1.988, -0.211)  (0.000, 0.000)  (-1.456, -1.370)  (-0.553, -1.921)  (0.000, 0.000)  (1.464, -1.361)  (1.218, -1.585)  (0.000, 0.000)  (1.999, 0.021)  (1.479, 1.091)  (0.000, 0.000)  (0.432, 1.952)  (-0.485, 1.939)  (-1.387, 1.440)  (0.000, 0.000)
step= 42  t=42.000  (-1.988, -0.211)  (0.000, 0.000)  (-1.456, -1.370)  (-0.553, -1.921)  (0.000, 0.000)  (1.464, -1.361)  (1.218, -1.585)  (0.000, 0.000)  (1.999, 0.021)  (0.000, 0.000)  (0.000, 0.000)  (0.432, 1.952)  (-0.179, 0.717)  (-1.387, 1.440)  (0.000, 0.000)
step= 43  t=43.000  (-1.988, -0.211)  (0.000, 0.000)  (-0.300, -0.282)  (-0.553, -1.921)  (0.000, 0.000)  (1.464, -1.361)  (1.218, -1.585)  (0.000, 0.000)  (1.999, 0.021)  (0.000, 0.000)  (0.000, 0.000)  (0.432, 1.952)  (0.000, 0.000)  (-1.387, 1.440)  (0.000, 0.000)
step= 44  t=44.000  (-1.255, -0.133)  (0.000, 0.000)  (0.000, 0.000)  (-0.553, -1.921)  (0.000, 0.000)  (1.464, -1.361)  (0.298, -0.387)  (0.000, 0.000)  (0.320, 0.003)  (0.000, 0.000)  (0.000, 0.000)  (0.432, 1.952)  (0.000, 0.000)  (-1.387, 1.440)  (0.000, 0.000)
step= 45  t=45.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.553, -1.921)  (0.000, 0.000)  (1.464, -1.361)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.432, 1.952)  (0.000, 0.000)  (-0.092, 0.095)  (0.000, 0.000)
step= 46  t=46.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.230, -0.797)  (0.000, 0.000)  (1.464, -1.361)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.432, 1.952)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 47  t=47.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.464, -1.361)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.150, 0.679)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 48  t=48.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.459, -0.426)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
