step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 21  t=21.000  (-1.203, 0.141)  (0.096, 0.292)  (-1.025, -0.820)  (0.528, -1.230)  (-0.471, -1.455)  (0.637, -0.850)  (1.103, 0.414)  (1.132, -1.649)  (0.513, -0.077)  (0.917, 1.571)  (0.139, 0.473)  (-0.568, 1.439)  (0.104, 0.694)  (-0.865, 1.713)  (-1.858, 0.741)
step= 22  t=22.000  (-1.999, 0.063)  (0.154, 0.137)  (-0.752, -1.098)  (0.834, -0.919)  (-0.356, -1.968)  (0.659, -0.611)  (0.979, 0.996)  (1.549, -1.265)  (0.184, -0.033)  (0.803, 1.633)  (0.661, 0.745)  (0.165, 1.508)  (0.254, 0.083)  (-1.419, 1.382)  (-1.627, 1.164)
step= 23  t=23.000  (-1.969, 0.219)  (0.257, -0.166)  (-0.970, -1.042)  (0.840, -1.299)  (-0.226, -1.987)  (0.238, -0.799)  (1.078, 0.678)  (1.847, -0.767)  (0.496, -0.201)  (1.037, 1.615)  (0.702, 0.761)  (0.357, 1.937)  (0.321, -0.689)  (-1.357, 1.469)  (-1.843, 0.776)
step= 24  t=24.000  (-1.994, 0.118)  (0.242, -0.677)  (-1.393, -1.390)  (0.533, -1.801)  (0.379, -1.964)  (0.117, -1.024)  (1.540, 0.407)  (1.928, -0.533)  (0.663, -0.076)  (1.700, 1.054)  (0.609, 0.913)  (0.325, 1.973)  (0.634, -0.357)  (-1.357, 1.469)  (-1.843, 0.776)
step= 25  t=25.000  (-2.000, -0.014)  (0.165, -0.731)  (-1.395, -1.433)  (-0.127, -1.734)  (0.379, -1.964)  (0.331, -1.687)  (1.846, -0.583)  (1.969, -0.349)  (0.785, 0.234)  (1.700, 1.054)  (0.507, 1.522)  (0.325, 1.973)  (0.425, -0.311)  (-1.357, 1.469)  (-1.843, 0.776)
step= 26  t=26.000  (-2.000, -0.014)  (0.036, -0.701)  (-1.395, -1.433)  (-0.552, -1.854)  (0.379, -1.963)  (0.610, -1.622)  (1.800, -0.871)  (1.993, -0.158)  (1.321, 0.872)  (1.700, 1.054)  (0.613, 1.614)  (0.325, 1.973)  (0.133, -0.303)  (-1.357, 1.469)  (-1.843, 0.776)
step= 27  t=27.000  (-2.000, -0.014)  (-0.080, -0.567)  (-1.395, -1.433)  (-0.950, -1.759)  (0.379, -1.964)  (1.037, -1.710)  (1.363, -1.464)  (1.994, -0.158)  (1.595, 0.898)  (1.700, 1.054)  (0.962, 1.753)  (0.325, 1.973)  (-1.357, 0.404)  (-1.357, 1.469)  (-1.843, 0.776)
step= 28  t=28.000  (-1.999, -0.014)  (-0.913, -1.094)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.710)  (1.362, -1.464)  (1.993, -0.158)  (1.628, 0.867)  (1.699, 1.053)  (0.962, 1.753)  (0.325, 1.973)  (-1.017, 1.347)  (-1.357, 1.469)  (-1.843, 0.776)
step= 29  t=29.000  (-1.999, -0.014)  (-1.688, -1.073)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.710)  (1.362, -1.464)  (1.993, -0.158)  (1.844, 0.648)  (1.700, 1.053)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.469)  (-1.843, 0.776)
step= 30  t=30.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.710)  (1.362, -1.464)  (1.993, -0.158)  (1.963, 0.382)  (1.700, 1.054)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.469)  (-1.843, 0.776)
step= 31  t=31.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.710)  (1.362, -1.464)  (1.993, -0.158)  (1.963, 0.382)  (1.700, 1.054)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.469)  (-1.843, 0.776)
step= 32  t=32.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.710)  (1.362, -1.464)  (1.993, -0.158)  (1.963, 0.382)  (1.699, 1.053)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.469)  (-1.843, 0.776)
step= 33  t=33.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.710)  (1.362, -1.464)  (1.993, -0.158)  (1.963, 0.382)  (1.699, 1.053)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.468)  (-1.842, 0.776)
step= 34  t=34.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.709)  (1.362, -1.464)  (1.993, -0.158)  (1.963, 0.382)  (1.699, 1.053)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.468)  (-1.842, 0.776)
step= 35  t=35.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.709)  (1.362, -1.464)  (1.993, -0.158)  (1.962, 0.382)  (1.699, 1.053)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.468)  (-1.842, 0.776)
step= 36  t=36.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.709)  (1.362, -1.464)  (1.993, -0.158)  (1.962, 0.382)  (1.699, 1.053)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.468)  (-1.842, 0.776)
step= 37  t=37.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.709)  (1.362, -1.463)  (1.993, -0.158)  (1.962, 0.382)  (1.699, 1.053)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.468)  (-1.842, 0.776)
step= 38  t=38.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.709)  (1.362, -1.463)  (1.993, -0.158)  (1.962, 0.382)  (1.699, 1.053)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.468)  (-1.842, 0.776)
step= 39  t=39.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.709)  (1.362, -1.463)  (1.993, -0.158)  (1.962, 0.382)  (1.699, 1.053)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.468)  (-1.842, 0.776)
step= 40  t=40.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.379, -1.963)  (1.037, -1.709)  (1.362, -1.463)  (1.993, -0.158)  (1.962, 0.382)  (1.680, 1.041)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-1.357, 1.468)  (-1.132, 0.477)
step= 41  t=41.000  (-1.999, -0.014)  (-1.873, -0.700)  (-1.395, -1.432)  (-0.950, -1.759)  (0.158, -0.820)  (1.037, -1.709)  (1.362, -1.463)  (1.212, -0.096)  (1.962, 0.382)  (0.000, 0.000)  (0.962, 1.753)  (0.325, 1.973)  (-0.646, 1.892)  (-0.081, 0.088)  (0.000, 0.000)
step= 42  t=42.000  (-1.708, -0.012)  (-1.873, -0.700)  (-0.314, -0.322)  (-0.950, -1.759)  (0.000, 0.000)  (1.037, -1.709)  (1.362, -1.463)  (0.000, 0.000)  (1.962, 0.382)  (0.000, 0.000)  (0.962, 1.753)  (0.183, 1.111)  (-0.646, 1.892)  (0.000, 0.000)  (0.000, 0.000)
step= 43  t=43.000  (0.000, 0.000)  (-1.873, -0.700)  (0.000, 0.000)  (-0.950, -1.759)  (0.000, 0.000)  (1.037, -1.709)  (1.362, -1.463)  (0.000, 0.000)  (1.962, 0.382)  (0.000, 0.000)  (0.843, 1.537)  (0.000, 0.000)  (-0.646, 1.892)  (0.000, 0.000)  (0.000, 0.000)
step= 44  t=44.000  (0.000, 0.000)  (-1.873, -0.700)  (0.000, 0.000)  (-0.487, -0.901)  (0.000, 0.000)  (0.423, -0.698)  (1.362, -1.463)  (0.000, 0.000)  (1.962, 0.382)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.646, 1.892)  (0.000, 0.000)  (0.000, 0.000)
step= 45  t=45.000  (0.000, 0.000)  (-1.873, -0.700)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.362, -1.463)  (0.000, 0.000)  (1.962, 0.382)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.646, 1.892)  (0.000, 0.000)  (0.000, 0.000)
step= 46  t=46.000  (0.000, 0.000)  (-1.873, -0.700)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.161, -0.173)  (0.000, 0.000)  (1.962, 0.382)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.646, 1.892)  (0.000, 0.000)  (0.000, 0.000)
step= 47  t=47.000  (0.000, 0.000)  (-1.873, -0.700)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.077, 0.210)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.646, 1.892)  (0.000, 0.000)  (0.000, 0.000)
step= 48  t=48.000  (0.000, 0.000)  (-1.873, -0.700)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.646, 1.892)  (0.000, 0.000)  (0.000, 0.000)
step= 49  t=49.000  (0.000, 0.000)  (-1.873, -0.700)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.602, 1.762)  (0.000, 0.000)  (0.000, 0.000)
step= 50  t=50.000  (0.000, 0.000)  (-1.588, -0.593)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
