step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 21  t=21.000  (-0.154, -1.209)  (-1.657, -1.120)  (-0.484, -1.451)  (1.877, -0.548)  (-0.390, -1.518)  (1.894, -0.272)  (0.826, -0.554)  (1.744, -0.627)  (0.964, 0.319)  (1.773, 0.447)  (0.117, 1.714)  (0.313, 1.027)  (-0.459, 1.523)  (-0.769, 0.203)  (-1.741, 0.984)
step= 22  t=22.000  (-0.776, -0.650)  (-1.572, -1.236)  (-0.485, -1.120)  (1.748, -0.465)  (-0.460, -1.155)  (1.864, -0.479)  (0.837, -0.887)  (1.832, -0.563)  (0.818, 0.507)  (1.596, 1.204)  (1.069, 1.690)  (0.558, 1.212)  (-0.705, 1.621)  (-0.490, -1.208)  (-1.845, 0.770)
step= 23  t=23.000  (-1.086, -0.693)  (-1.579, -1.227)  (-0.651, -1.144)  (1.789, -0.469)  (-0.274, -1.263)  (1.647, -0.638)  (1.660, -0.838)  (1.869, -0.547)  (1.310, 0.484)  (1.596, 1.204)  (1.069, 1.690)  (0.276, 1.926)  (-0.666, 1.885)  (-0.598, -1.075)  (-1.845, 0.770)
step= 24  t=24.000  (-1.487, -0.643)  (-1.900, -0.622)  (-0.597, -1.164)  (1.745, -0.397)  (-0.299, -1.293)  (1.341, -0.986)  (1.654, -0.833)  (1.891, -0.526)  (1.966, 0.368)  (1.596, 1.204)  (1.069, 1.690)  (0.170, 1.992)  (-0.666, 1.885)  (-0.609, -1.117)  (-1.845, 0.770)
step= 25  t=25.000  (-1.915, -0.575)  (-1.900, -0.622)  (-0.548, -1.225)  (1.348, -0.117)  (-0.294, -1.304)  (1.350, -1.333)  (1.649, -0.828)  (1.919, -0.501)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.690)  (0.170, 1.992)  (-0.666, 1.885)  (-0.588, -1.163)  (-1.845, 0.770)
step= 26  t=26.000  (-1.986, 0.231)  (-1.900, -0.622)  (-0.513, -1.284)  (0.835, -0.131)  (-0.285, -1.316)  (1.255, -1.557)  (1.614, -1.181)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.690)  (0.170, 1.992)  (-0.666, 1.885)  (-0.818, -1.233)  (-1.845, 0.770)
step= 27  t=27.000  (-1.986, 0.231)  (-1.900, -0.622)  (-0.530, -1.511)  (-0.927, -0.580)  (-0.305, -1.387)  (1.213, -1.590)  (1.613, -1.181)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-1.814, -0.843)  (-1.845, 0.770)
step= 28  t=28.000  (-1.986, 0.231)  (-1.900, -0.622)  (-0.852, -1.809)  (-1.088, -1.677)  (-0.054, -1.263)  (1.222, -1.583)  (1.607, -1.181)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-1.806, -0.860)  (-1.845, 0.770)
step= 29  t=29.000  (-1.986, 0.231)  (-1.900, -0.622)  (-1.036, -1.711)  (-1.088, -1.677)  (0.377, -1.371)  (1.264, -1.550)  (1.587, -1.174)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-1.206, 0.042)  (-1.845, 0.770)
step= 30  t=30.000  (-1.986, 0.231)  (-1.900, -0.622)  (-1.007, -1.728)  (-1.088, -1.677)  (0.391, -1.409)  (1.288, -1.530)  (1.578, -1.168)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-0.612, 0.763)  (-1.845, 0.770)
step= 31  t=31.000  (-1.985, 0.231)  (-1.900, -0.622)  (-1.698, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (1.319, -1.503)  (1.573, -1.158)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-0.674, 1.714)  (-1.845, 0.770)
step= 32  t=32.000  (-1.985, 0.231)  (-1.900, -0.622)  (-1.698, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (1.329, -1.494)  (1.576, -1.152)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-0.860, 1.804)  (-1.845, 0.770)
step= 33  t=33.000  (-1.985, 0.231)  (-1.900, -0.622)  (-1.698, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (1.338, -1.486)  (1.580, -1.148)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-0.860, 1.804)  (-1.845, 0.770)
step= 34  t=34.000  (-1.985, 0.231)  (-1.900, -0.622)  (-1.698, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (1.296, -1.523)  (1.583, -1.150)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-0.860, 1.804)  (-1.845, 0.770)
step= 35  t=35.000  (-1.986, 0.231)  (-1.900, -0.622)  (-1.698, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (1.251, -1.560)  (1.588, -1.154)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-0.860, 1.804)  (-1.845, 0.770)
step= 36  t=36.000  (-1.986, 0.231)  (-1.900, -0.622)  (-1.699, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (1.135, -1.647)  (1.594, -1.158)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-0.860, 1.804)  (-1.845, 0.770)
step= 37  t=37.000  (-1.986, 0.231)  (-1.900, -0.622)  (-1.699, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (0.826, -1.821)  (1.613, -1.180)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-0.860, 1.804)  (-1.845, 0.770)
step= 38  t=38.000  (-1.986, 0.231)  (-1.900, -0.622)  (-1.699, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (-0.538, -1.925)  (1.613, -1.180)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-0.860, 1.804)  (-1.845, 0.770)
step= 39  t=39.000  (-1.985, 0.231)  (-1.900, -0.622)  (-1.699, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (-0.538, -1.925)  (1.613, -1.180)  (1.946, -0.458)  (1.965, 0.368)  (1.596, 1.204)  (1.069, 1.689)  (0.170, 1.992)  (-0.666, 1.885)  (-0.860, 1.804)  (-1.845, 0.770)
step= 40  t=40.000  (-1.986, 0.231)  (-1.900, -0.622)  (-1.699, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (-0.538, -1.925)  (1.613, -1.180)  (0.517, -0.122)  (1.965, 0.368)  (1.596, 1.204)  (0.420, 0.664)  (0.170, 1.992)  (-0.666, 1.885)  (-0.860, 1.805)  (-1.104, 0.460)
step= 41  t=41.000  (-1.986, 0.231)  (-0.825, -0.270)  (-1.699, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (-0.538, -1.925)  (1.613, -1.180)  (0.000, 0.000)  (1.965, 0.368)  (0.472, 0.356)  (0.000, 0.000)  (0.170, 1.992)  (-0.301, 0.852)  (-0.860, 1.805)  (0.000, 0.000)
step= 42  t=42.000  (-1.986, 0.231)  (0.000, 0.000)  (-1.699, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (-0.538, -1.925)  (1.613, -1.180)  (0.000, 0.000)  (1.965, 0.368)  (0.000, 0.000)  (0.000, 0.000)  (0.096, 1.122)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 43  t=43.000  (-1.986, 0.231)  (0.000, 0.000)  (-1.699, -1.054)  (-1.088, -1.677)  (0.509, -1.933)  (-0.538, -1.925)  (0.678, -0.496)  (0.000, 0.000)  (1.965, 0.368)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 44  t=44.000  (-1.986, 0.231)  (0.000, 0.000)  (-1.186, -0.736)  (-1.088, -1.677)  (0.412, -1.565)  (-0.538, -1.925)  (0.000, 0.000)  (0.000, 0.000)  (0.749, 0.140)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 45  t=45.000  (-1.986, 0.231)  (0.000, 0.000)  (0.000, 0.000)  (-1.088, -1.677)  (0.000, 0.000)  (-0.538, -1.925)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 46  t=46.000  (-1.986, 0.231)  (0.000, 0.000)  (0.000, 0.000)  (-1.088, -1.677)  (0.000, 0.000)  (-0.030, -0.108)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 47  t=47.000  (-1.986, 0.231)  (0.000, 0.000)  (0.000, 0.000)  (-1.088, -1.677)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 48  t=48.000  (-0.177, 0.021)  (0.000, 0.000)  (0.000, 0.000)  (-1.088, -1.677)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 49  t=49.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-1.088, -1.677)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 50  t=50.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.363, -0.560)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 51  t=51.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 52  t=52.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.860, 1.805)  (0.000, 0.000)
step= 53  t=53.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.601, 1.261)  (0.000, 0.000)
